en_text,fr_text
"I find this shocking
and somewhat appalling. Can't we make
cleaner burning cooking fuels? Can't we make better stoves? How is it that this can lead
to over two million deaths every year? I know Bill Joy was talking to you
about the wonders of carbon nanotubes, so I'm going to talk to you
about the wonders of carbon macro-tubes, which is charcoal.","Le manque d'arbres est lié au fait suivant : les habitants doivent faire la cuisine, donc ils collectent du bois et le transforment en charbon pour cuisiner. Ne croyez pas que les habitants ignorent les dommages qu'ils occasionnent : ils en ont parfaitement conscience mais n'ont pas d'alternative. Les combustibles fossiles ne sont pas disponibles, et cuisiner à l'énergie solaire ne permet pas de préparer les plats comme ils les aiment. Voici donc ce qu'ils font : vous verrez des familles comme celle-ci se rendre en forêt pour trouver un arbre, l'abattre et le transformer en charbon. Il n'est donc pas étonnant que beaucoup de travaux aient été menés pour tenter de trouver des combustibles alternatifs pour la cuisine."
(Laughter),"Il y a près de quatre ans, j'ai emmené un groupe d'étudiants à Haïti, et nous avons travaillé avec des bénévoles du Peace Corps. Voici l'un de ces bénévoles, et voici le dispositif qu'il avait construit dans le village où il travaillait. Il reposait sur l'utilisation de vieux papiers, qui étaient compressés et transformés en briquettes susceptibles de servir de combustible. Toutefois, ce procédé était très lent. Les étudiants en ingénierie ont donc travaillé dessus et, grâce à quelques changements très basiques, ils ont réussi à tripler la capacité de ce dispositif. Vous pouvez donc imaginer leur intérêt pour ce sujet ! Ils ont alors rapporté les briquettes au MIT afin de les tester, et ils ont découvert, entre autres, qu'elles ne brûlaient pas, ce qui a quelque peu découragé les étudiants. Et, en fait, si vous regardez de plus près juste ici, vous pourrez lire ""U.S. Peace Corps."" En effet, il s'est avéré qu'il n'y avait pas de vieux papiers dans ce village. Et s'il est vrai que pour ce volontaire, ramener de la papereasse du gouvernement au village avec lui était une bonne idée, il fallait quand même parcourir 800 kilomètres. Nous avons donc pensé qu'il existait peut-être un meilleur moyen de créer un combustible de cuisine alternatif."
"So this is a picture of rural Haiti. Haiti is now 98 percent deforested. You'll see scenes like this
all over the island. It leads to all sorts
of environmental problems and problems that affect people
throughout the nation. A couple years ago
there was severe flooding that led to thousands of deaths -- that's directly attributable to the fact that there are no trees on the hills
to stabilize the soil. So the rains come -- they go down the rivers
and the flooding happens.","Ce que nous voulions, c'est créer un combustible utilisant des ingrédients facilement accessibles au niveau local. Sur cette photo, on voit de petits moulins à sucre très répandus en Haïti. Et les déchets de la production, une fois le jus de la canne à sucre extrait, sont appelés ""bagasse"". Ils n'ont aucune autre utilité, aucune valeur nutritionnelle, et ne sont donc pas utilisés pour nourrir les animaux. Ils sont juste empilés près du moulin à sucre, en attendant d'être brûlés. Ce que nous voulions, c'était trouver un moyen d'exploiter ces déchets et de les transformer en un combustible avec lequel les habitants pourraient facilement cuisiner, comme le charbon. Durant les années suivantes, j'ai donc travaillé avec les étudiants pour créer ce procédé."
"Now one of the reasons
why there are so few trees is this: people need to cook, and they harvest wood
and they make charcoal in order to do it. It's not that people are ignorant
to the environmental damage. They know perfectly well,
but they have no other choice. Fossil fuels are not available, and solar energy doesn't cook the way
that they like their food prepared. And so this is what they do. You'll find families like this who go out
into the forest to find a tree, cut it down and make charcoal out of it. So not surprisingly, there's a lot of effort that's been done
to look at alternative cooking fuels.","On prend la bagasse, et on la place dans un simple four qui peut être fabriqué à partir d'un baril de pétrole vide de 210 litres. Au bout d'un moment, après y avoir mis le feu, on le ferme hermétiquement afin de limiter la quantité d'oxygène pénétrant dans le four, et on finit par obtenir de la bagasse calcinée. Cependant, on ne peut pas la faire brûler parce qu'elle est trop fine, et qu'elle se consume trop rapidement pour une utilisation en cuisine. Nous devions donc trouver une solution pour la transformer en briquettes utilisables. Par chance, l'un de mes étudiants était ghanéen, et il s'est souvenu d'un plat nommé ""kokonte"" que lui préparait sa mère, un porridge très épais à base de racine de manioc. Nous avons donc mené des recherches et découvert que le manioc était également cultivé en Haïti, En réalité, cette racine est cultivée dans le monde entier : yucca, tapioca, cassave, manioc, c'est la même chose, un légume-racine très riche en amidon. On peut en faire un porridge très épais et collant, qui peut être utilisé comme liant dans les briquettes de charbon. C'est ce que nous avons fait : nous sommes partis pour Haïti. Voici les diplômés de la première Ecole de Charbon, ou ""Charcoal Institute"" en anglais. Et ces... (rires) -- voilà. En fait j'enseigne au MIT et au CIT. Et voici les briquettes que nous avons fabriquées."
"About four years ago, I took
a team of students down to Haiti and we worked with
Peace Corps volunteers there. This is one such volunteer and this is a device that he had built
in the village where he worked. And the idea was
that you could take waste paper; you could compress it and make briquettes
that could be used for fuel. But this device was very slow. So our engineering students
went to work on it and with some very simple changes, they were able to triple
the throughput of this device. So you could imagine
they were very excited about it. And they took the briquettes back to MIT
so that they could test them. And one of the things
that they found was they didn't burn. So it was a little
discouraging to the students.","Je vous emmène maintenant sur un autre continent : voici l'Inde, et voici le combustible le plus utilisé en cuisine : la bouse de vache. Plus encore qu'à Haïti, les feux allumés avec cet élément produisent énormément de fumée, et les répercussions sur la santé sont vraiment manifestes, lorsque la bouse de vache ou la biomasse sont utilisées comme combustible pour cuisiner. Les principales victimes sont les enfants et les femmes, parce que ce sont eux qui sont présents autour de ces feux. Nous avons donc voulu voir si nous pouvions introduire ce procédé de fabrication du charbon en Inde. Malheureusement, ils n'avaient ni canne à sucre ni manioc, mais cela ne nous a pas découragé."
(Laughter),"Nous avons donc cherché à connaître les ressources locales en termes de biomasse. Dans cette zone, on trouvait de la paille de blé et de la paille de riz. Comme liant, nous avons pensé utiliser de petites quantités de fumier de vache qui sert habituellement de combustible. Nous avons réalisé des essais comparatifs et vous pouvez voir ici les briquettes de charbon, et là, la bouse de vache, et on voit bien que les briquettes brûlent beaucoup plus proprement. En réalité, ce combustible permet de faire chauffer l'eau bien plus rapidement. Nous étions donc très satisfaits. Cependant, nous avons découvert lors des essais comparatifs avec le charbon de bois, que notre charbon brûlait moins longtemps, et que les briquettes s'effritaient quelque peu, ce qui entraînait une perte d'énergie lors de la cuisson. Nous avons donc tenté de trouver une solution pour fabriquer des briquettes plus solides de façon à rivaliser avec le charbon de bois vendu sur les marchés haïtiens."
"And in fact, if you look closely, right here you can see
it says, ""US Peace Corps."" As it turns out, there actually wasn't
any waste paper in this village. And while it was a good use
of government paperwork for this volunteer to bring it
back with him to his village, it was 800 kilometers away. And so we thought perhaps
there might be a better way to come up with
an alternative cooking fuel.","Nous sommes retournés au MIT et, à l'aide de la machine Instron, nous avons déterminé les forces nécessaires pour comprimer une briquette jusqu'à obtenir un meilleur résultat. Et pendant ce temps, des étudiants travaillaient sur ce problème en laboratoire, nos partenaires locaux travaillaient à Haïti sur le développement du procédé afin de l'améliorer et de faciliter son accès pour les habitants des villages. Et après un certain temps, nous avons développé une presse à faible coût permettant de produire du charbon qui brûle plus longtemps et plus proprement que le charbon de bois."
"What we wanted to do
is we wanted to make a fuel that used something that was
readily available on the local level. You see these all over Haiti as well. They're small-scale sugar mills. And the waste product from them after you extract the juice
from the sugarcane is called ""bagasse."" It has no other use. It has no nutritional value,
so they don't feed it to the animals. It just sits in a pile near the sugar mill
until eventually they burn it. What we wanted to do was
we wanted to find a way to harness this waste resource
and turn it into a fuel that would be something
that people could easily cook with, something like charcoal. So over the next couple of years, students and I worked
to develop a process.","Nous disposons donc maintenant d'un produit qui est en réalité meilleur que celui que l'on trouve sur le marché haïtien et c'est extrêmement satisfaisant. Rien qu'à Haïti, près de 30 millions d'arbres sont abattus chaque année. Il est possible que ce procédé soit mis en place et qu'une bonne partie de ces arbres puissent alors être sauvés. En outre, les recettes obtenues grâce à ce charbon s'élèvent à 260 millions de dollars : il s'agit d'une somme colossale pour un pays comme Haïti, dont la population atteint huit millions de personnes pour un revenu moyen inférieur à 400 dollars. Et donc nous avançons avec notre ""projet charbon"","
"So you start with the bagasse,
and then you take a very simple kiln that you can make out of
a waste fifty five-gallon oil drum. After some time, after setting it on fire, you seal it to restrict the oxygen
that goes into the kiln, and then you end up
with this carbonized material here. However, you can't burn this. It's too fine and it burns too quickly
to be useful for cooking. So we had to try to find a way
to form it into useful briquettes. And conveniently,
one of my students was from Ghana, and he remembered a dish his mom
used to make for him called ""kokonte,"" which is a very sticky porridge
made out of the cassava root. And so what we did was we looked, and we found that cassava
is indeed grown in Haiti, under the name of ""manioc."" In fact, it's grown all over the world -- yucca, tapioca, manioc, cassava,
it's all the same thing -- a very starchy root vegetable. And you can make a very thick,
sticky porridge out of it, which you can use to bind together
the charcoal briquettes. So we did this. We went down to Haiti. These are the graduates
of the first Ecole de Charbon, or Charcoal Institute. And these --","et un élément que je trouve également intéressant, est que l'un de mes amis de l'université de Berkeley a réalisé une analyse de risque. Il a comparé les problèmes de santé occasionnés par la combustion du bois et celle du charbon, et il a découvert que dans le monde entier, on peut éviter 1 million de morts en passant du bois au charbon pour cuisiner. C'est impressionnant ! Cependant, c'était jusqu'alors impossible sans abattre d'arbres. Désormais, nous disposons d'une solution qui utilise un déchet agricole pour créer un combustible de cuisine."
(Laughter),"Mais, un autre élément particulièrement intéressant a surgi lorsque je me suis rendue au Ghana le mois dernier, et je trouve que c'est vraiment génial. Et c'est encore plus simple que ce que vous venez de voir, imaginez vous. Voilà. Qu'est-ce que c'est ? Des épis de maïs transformés en charbon. Et ce qui est merveilleux, c'est qu'il est inutile de façonner des briquettes. Elles se forment naturellement. C'est mon ""PC à 100 dollars"" à moi ! Et, comme Nick (Negroponte), je vous ai apporté des échantillons."
"That's right. So I'm actually
an instructor at MIT as well as CIT. And these are the briquettes that we made.",(rires)
"Now I'm going to take you
to a different continent. This is India and this is the most commonly used
cooking fuel in India. It's cow dung. And more than in Haiti,
this produces really smoky fires, and this is where you see
the health impacts of cooking with cow dung
and biomass as a fuel. Kids and women
are especially affected by it, because they're the ones
who are around the cooking fires.","Nous allons les faire circuler. Ils sont tout à fait utilisables, testés sur le terrain, prêts à être lancés. Et l'un des éléments particulièrement intéressants à propos de cette technologie, est que son transfert est particulièrement simple, par opposition au charbon de canne à sucre, pour lequel nous avons dû former les personnes à la fabrication des briquettes et où il y a une étape supplémentaire pour la cuisson du liant, alors que celles-ci sont déjà pré-formées. Et c'est peut-être la chose la plus intéressante que j'aie jamais faite, ce qui peut paraître une remarque triste sur ma vie."
"So we wanted to see if we could introduce
this charcoal-making technology there. Well, unfortunately,
they didn't have sugarcane and they didn't have cassava, but that didn't stop us. What we did was we found what were
the locally available sources of biomass. And there was wheat straw
and there was rice straw in this area. And what we could use as a binder
was actually small amounts of cow manure, which they used ordinarily for their fuel. And we did side-by-side tests, and here you can see
the charcoal briquettes and here the cow dung. And you can see that it's a lot cleaner
burning of a cooking fuel. And in fact, it heats the water
a lot more quickly. And so we were very happy, thus far. But one of the things that we found was when we did side-by-side
comparisons with wood charcoal, it didn't burn as long. And the briquettes crumbled a little bit and we lost energy as they fell apart
as they were cooking. So we wanted to try to find a way
to make a stronger briquette so that we could compete with
wood charcoal in the markets in Haiti.",(rires)
"So we went back to MIT, we took out the Instron machine and we figured out
what sort of forces you needed in order to compress
a briquette to the level that you actually are getting
improved performance out of it? And at the same time that we had
students in the lab looking at this, we also had community partners in Haiti
working to develop the process, to improve it and make it more accessible
to people in the villages there. And after some time, we developed a low-cost press
that allows you to produce charcoal, which actually now burns not only -- actually, it burns longer,
cleaner than wood charcoal.","Mais une fois que vous le voyez, comme le font les personnes au premier rang là... n'est-ce pas? oui, donc... (rires) -- voilà. Et ceci est un parfait exemple de ce dont Robert Wright parlait avec ses ""sommes non-zéro"". Il y a donc non seulement des avantages pour la santé, des avantages pour l'environnement, et c'est en outre un cas extrêmement rare de situation comportant également des avantages économiques. Les habitants peuvent produire leur propre combustible de cuisine à partir de déchets et peuvent en tirer un revenu. Ils peuvent économiser l'argent qu'ils allaient dépenser pour acheter du charbon, et peuvent en produire plus pour le revendre sur le marché à d'autres qui ne produisent pas le leur. Il est vraiment rare qu'il n'y ait pas de concession à faire entre la santé et l'économie ou entre l'environnement et l'économie. Je trouve donc ce projet particulièrement intéressant et je suis vraiment impatiente de voir où il va nous mener."
"So now we're in a situation
where we have a product, which is actually better than what
you can buy in Haiti in the marketplace, which is a very wonderful place to be. In Haiti alone, about 30 million trees
are cut down every year. There's a possibility
of this being implemented and saving a good portion of those. In addition, the revenue generated
from that charcoal is 260 million dollars. That's an awful lot
for a country like Haiti -- with a population of eight million and an average income
of less than 400 dollars. So this is where we're also moving ahead
with our charcoal project.","Ainsi, lorsque nous parlons du futur que nous allons créer, je pense qu'il est vraiment nécessaire d'avoir une vision claire de notre monde actuel. Et je ne parle pas du monde dans lequel nous vivons actuellement, mais de celui où les femmes passent deux à trois heures par jour à moudre du grain pour nourrir leurs familles. Je parle du monde où les matériaux de construction de pointe sont des tuiles en ciment faites à la main, et où travailler dix heures par jour ne vous rapporte que 60 dollars par mois. Je parle du monde où les femmes et les enfants passent 40 milliards d'heures par an à chercher de l'eau : c'est comme si toute la main d'œuvre de la Californie travaillait à temps plein pendant un an avec pour seule activité la recherche d'eau."
"And one of the things
that I think is also interesting, is I have a friend up at UC Berkeley
who's been doing risk analysis. And he's looked at the problem
of the health impacts of burning wood versus charcoal. And he's found that worldwide,
you could prevent a million deaths switching from wood
to charcoal as a cooking fuel. That's remarkable, but up until now, there weren't ways
to do it without cutting down trees. But now we have a way that's using an agricultural
waste material to create a cooking fuel.","Un monde où, par exemple, si nous étions en Inde, trois personnes dans cette salle seulement posséderaient une voiture. Un monde où, si nous étions en Afghanistan, une personne seulement dans cette salle saurait utiliser Internet. Un monde où, si nous étions en Zambie, 300 d'entre vous seraient agriculteurs, 100 d'entre vous seraient atteints du SIDA ou porteurs du HIV, et plus de la moitié d'entre vous vivraient avec moins d'un dollar par jour. Voici les problèmes auxquels nous devons trouver des solutions. Voici les questions sur lesquelles nous devons former nos ingénieurs, nos créateurs, nos hommes d'affaires et nos entrepreneurs. Et ce sont ces réponses que nous devons apporter."
"One of the really exciting things, though, is something that came out of the trip
that I took to Ghana just last month. And I think it's the coolest thing, and it's even lower tech
than what you just saw, if you can imagine such a thing. Here it is. So what is this? This is corncobs turned into charcoal. And the beauty of this is
that you don't need to form briquettes -- it comes ready made. This is my $100 laptop, right here. And actually, like Nick,
I brought samples.","Pour moi, certains domaines en particulier doivent être traités, et l'un d'entre eux est la création de technologies en faveur de la micro-finance et des micro-entreprises, afin que les personnes vivant en dessous du seuil de pauvreté puissent s'en sortir grâce à d'autres solutions que la traditionnelle fabrication de paniers, l'élevage de volailles, etc. Mais il existe de nouvelles technologies et de nouveaux produits qui peuvent être produits à petite échelle."
(Laughter),"L'autre chose en laquelle je crois, est la nécessité de créer des technologies pour les agriculteurs pauvres afin qu'ils puissent faire augmenter la valeur de leurs cultures. Nous devons repenser nos stratégies de développement, de façon à ne pas promouvoir des campagnes incitant les agriculteurs à arrêter leurs activités, mais les incitant plutôt à cesser d'être des agriculteurs pauvres, et concevoir des stratégies pour que cette démarche soit efficace. Nous devons travailler avec les membres de ces communautés, et leur fournir les ressources et les outils qui leur permettront de résoudre leurs problèmes. C'est la meilleure solution, il ne faut pas agir de l'extérieur. Nous devons donc créer ce futur, et commencer dès aujourd'hui. Merci."
"So we can pass these around. They're fully functional,
field-tested, ready to roll out.",(applaudissements)
(Laughter),Chris Anderson : Pourriez-vous -- pendant que nous regardons s'il y a des questions -- nous parler d'un autre projet sur lequel vous avez travaillé ?
"And I think one of the things which is also remarkable
about this technology, is that the technology
transfer is so easy. Compared to the sugarcane charcoal, where we have to teach people
how to form it into briquettes and you have the extra step
of cooking the binder, this comes pre-briquetted. And this is about the most exciting
thing in my life right now, which is perhaps
a sad commentary on my life.","Amy Smith : Parmi les autres sujets sur lesquels nous travaillons, figure notamment l'étude de la réduction du coût des tests de la qualité de l'eau, afin que les communes puissent gérer leurs propres systèmes d'approvisionnement en eau, vérifier qu'ils fonctionnent, être capables de réaliser les traitements, etc. Nous travaillons également sur des systèmes de traitement de l'eau à faible coût. L'un des projets les plus intéressants a trait à la désinfection solaire de l'eau et l'amélioration des possibilités d'un tel traitement."
(Laughter),CA : Quels sont les obstacles que vous rencontrez ? Devez-vous trouver des entrepreneurs ou des partenaires financiers ? De quoi avez-vous besoin pour mener à bien votre projet ?
"But once you see it,
like you guys in the front row -- All right, yeah, OK. So anyway --","AS : En effet, beaucoup d'acteurs sont impliqués. C'est difficile, il s'agit d'un marché très fragmenté et d'une population sans revenus. Il est donc impossible d'utiliser un modèle américain pour faire avancer les choses. En outre, l'équipe est assez réduite : c'est moi."
(Laughter),(rires)
"Here it is. And this is, I think, a perfect example of what Robert Wright was talking about
in those non-zero-sum things. So not only do you have health benefits, you have environmental benefits. But this is one
of the incredibly rare situations where you also have economic benefits. People can make their own cooking fuel
from waste products. They can generate income from this. They can save the money
that they were going to spend on charcoal and they can produce excess
and sell it in the market to people who aren't making their own. It's really rare
that you don't have trade-offs between health and economics,
or environment and economics. So this is a project
that I just find extremely exciting and I'm really looking forward
to see where it takes us.","Donc je fais ce que je peux avec les étudiants : chaque année nous envoyons 30 étudiants sur le terrain, qui tentent de mettre en œuvre ces projets et de les faire avancer. Il faut aussi tenir compte de la longueur des délais car, vous vous en doutez, on ne peut s'attendre à atteindre un tel objectif en un ou deux ans : il faut fixer des objectifs sur cinq ou dix ans. Néanmoins, je pense qu'avec une telle vision, nous pouvons progresser."
"Charles Van Doren, who was later
a senior editor of Britannica, said the ideal encyclopedia
should be radical -- it should stop being safe. But if you know anything about the history
of Britannica since 1962, it was anything but radical: still a very completely safe,
stodgy type of encyclopedia. Wikipedia, on the other hand,
begins with a very radical idea, and that's for all of us
to imagine a world in which every single person on the planet is given free access
to the sum of all human knowledge.","En 1962, Charles Van Doren, qui devint par la suite rédacteur en chef de l'Enclycopédie Britannica, disait que l'encyclopédie idéale devait être radicale -- elle ne devait plus être sûre. Mais si vous connaissez l'histoire de Britannica depuis 1962, l'encyclopédie était tout sauf radicale : toujours extrêmement sûre et indigeste. Wikipédia, à côté de ça, a commencé avec une idée radicale, celle que nous imaginons tous un monde où chaque personne sur la planète ait un accès libre à l'ensemble de la connaissance humaine."
"And that's what we're doing. So Wikipedia -- you just saw the little
demonstration of it -- it's a freely licensed encyclopedia. It's written by thousands of volunteers all over the world
in many, many languages. It's written using wiki software -- which is the type of software
he just demonstrated -- so anyone can quickly edit and save, and it goes live
on the Internet immediately. And everything about Wikipedia is managed
by virtually an all-volunteer staff. So when Yochai is talking
about new methods of organization, he's exactly describing Wikipedia. And what I'm going to do today is tell you a little bit more
about how it really works on the inside.","Et c'est ce que nous faisons. Donc Wikipédia -- vous en avez vu une petite démonstration -- est une encyclopédie sous licence libre. Elle est écrite par des milliers de volontaires de toute la planète dans beaucoup, beaucoup de langues. Elle est écrite en utilisant le logiciel Wiki -- qui est le type de logiciel qu'il a présenté -- -- qui permet à n'importe qui d'éditer et de sauvegarder rapidement, et devient immédiatement disponible en ligne. Tout ce qui touche à Wikipédia est dirigé par une équipe virtuelle composée uniquement de volontaires. Donc quand Yochai parle de nouvelles méthodes d'organisation, il décrit exactement Wikipédia. Et ce que je vais faire aujourd'hui c'est vous parler un peu plus de son fonctionnement interne."
"So Wikipedia's owned
by the Wikimedia Foundation, which I founded, a nonprofit organization. And our goal, the core aim
of the Wikimedia Foundation, is to get a free encyclopedia
to every single person on the planet. And so, if you think
about what that means, it means a lot more
than just building a cool website. We're really interested
in all the issues of the digital divide, poverty worldwide, empowering people everywhere
to have the information that they need to make good decisions. And so we're going
to have to do a lot of work that goes beyond just the Internet. And so that's a big part of why
we've chosen the free licensing model, because that empowers local
entrepreneurs or anyone who wants to -- they can take our content
and do anything they like with it -- you can copy it, redistribute it -- and you can do it
commercially or non-commercially.","Wikipédia appartient à la Fondation Wikimédia, que j'ai fondée, une organisation à but non-lucratif. Et la visée, le principe fondateur de la Fondation Wikimédia, est de donner l'accès à une encyclopédie libre à chaque personne sur la planète. Et donc si vous réfléchissez à ce que cela implique, cela veut dire beaucoup plus que construire un site web cool. Nous sommes vraiment intéressés à tous les problèmes d'accès à internet, la pauvreté mondiale, pour permettre aux gens vivant n'importe où d'avoir l'information dont ils ont besoin afin de prendre de bonnes décisions. Nous allons avoir à faire à énormément de travail qui ne se limite pas à la toile. C'est une des raisons principales qui nous a poussé à choisir un modèle de licence libre, parce que cela permet aux entrepreneurs locaux -- ou à n'importe qui qui le souhaite, de prendre notre contenu et de faire tout ce qu'il veut avec -- vous pouvez le copier, le redistribuer, et ceci commercialement ou non."
"So there's a lot of opportunities
that are going to arise around Wikipedia all over the world. We're funded by donations from the public, and one of the more
interesting things about that is how little money
it actually takes to run Wikipedia. So Yochai showed you the graph
of what the cost of a printing press was. And I'm going to tell you
what the cost of Wikipedia is. But first, I'll show you how big it is. So we've got over 600,000
articles in English. We've got two million total articles
across many, many different languages. The biggest languages
are German, Japanese, French -- all the Western-European
languages are quite big. But only around one-third
of all of our traffic to our web clusters to the English Wikipedia, which is surprising to a lot of people. A lot of people think in a very
English-centric way on the Internet, but for us, we're truly global. We're in many, many languages. How popular we've gotten to be --
we're a top-50 website and we're more popular
than the New York Times. So this is where we get
to Yochai's discussion.","Il y a donc énormément d'opportunités qui vont apparaître autour de Wikipédia partout dans le monde. Nous fonctionnons grâce aux donations du public, et l'une des choses les plus intéressantes à ce propos est le peu d'argent nécessaire au fonctionnement de Wikipédia. Donc Yochai vous a montré le graphique sur les coûts de la presse écrite. Je vais vous dire quel est le coût de Wikipédia, mais d'abord je vais vous montrer l'ampleur de Wikipedia. Donc nous avons environ 600 000 articles en Anglais. Nous avons deux millions d'articles au total écrits dans de nombreuses langues différentes. Les langues les plus importantes sont l'Allemand, le Japonais et le Français. Toutes les langues de l'Europe de l'Ouest sont vraiment importantes. Mais seulement un tier de tout notre trafic est pour le Wikipédia en Anglais, ce qui surprend beaucoup de monde. Beaucoup de personnes pensent qu'Internet est un média majoritairement anglophone, mais nous sommes vraiment global. Wikipédia existe dans beaucoup, beaucoup de langues. Le succès que nous avons connu -- Le site est dans le top 50 des sites web et nous sommes plus populaires que le New York Times. Donc c'est là que nous arrivons à la discussion de Yochai."
"This shows the growth of Wikipedia --
we're the blue line there -- and this is the New York Times over there. And what's interesting about this is the New York Times website is a huge,
enormous corporate operation with I have no idea
how many hundreds of employees. We have exactly one employee, and that employee
is our lead software developer. And he's only been our employee
since January 2005, all the other growth before that ... So the servers are managed
by a ragtag band of volunteers. All the editing is done by volunteers. And the way that we're organized is not like any traditional
organization you can imagine. People are always asking,
""Well, who's in charge of this?"" or ""Who does that?"" And the answer is:
anybody who wants to pitch in. It's a very unusual and chaotic thing. We've got over 90 servers now
in three locations. These are managed by volunteer
system administrators who are online. I can go online
any time of the day or night and see eight to 10 people waiting for me to ask a question or something,
anything about the servers. You could never afford
to do this in a company. You could never afford to have a standby crew of people
24 hours a day and do what we're doing at Wikipedia.","Ce graphique montre la croissance de Wikipédia -- nous sommes la ligne bleue -- et ici c'est le New York Times. Et ce qui est intéressant à ce propos c'est que le site du New York Times est énorme, une énorme société avec -- je ne sais combien de centaines d'employés. Nous avons exactement un seul employé, et cet employé est notre développeur logiciel en chef. Et il est notre employé uniquement depuis Janvier 2005, soit après la grosse croissance de Wikipédia. Donc les serveurs sont dirigés par une petite équipe de volontaires, tous les ajouts sont faits par des volontaires. Et la façon dont nous sommes organisés n'est semblable à aucune organisation traditionnelle. Les gens se demandent, ""Mais qui s'occupe de tout ça ?"" ou ""Qui fait ça ?"". Et la réponse est : n'importe qui qui le souhaite. C'est quelque chose de très perturbateur et nouveau. Nous avons environ 90 serveurs répartis sur trois endroits différents. Ces serveurs sont gérés par des administrateurs systèmes volontaires via Internet. Je peux me connecter à n'importe quel moment du jour ou de la nuit, et trouver huit à dix personnes m'atttendre pour me poser une question ou quoi que ce soit à propos des serveurs. Vous ne pourriez jamais payer pour ça dans une entreprise. Vous ne pourriez jamais payer pour avoir une équipe de secours en cas de problème 24 heures par jour et faire ce qu'on fait sur Wikipédia."
"So we're doing around
1.4 billion page views monthly, so it's really gotten to be a huge thing. And everything is managed
by the volunteers. And the total monthly cost
for our bandwidth is about 5,000 dollars. And that's essentially our main cost. We could actually do without the employee. We hired Brian because he was
working part-time for two years and full-time at Wikipedia, so we actually hired him, so he could get a life
and go to the movies sometimes. So the big question when you've got
this really chaotic organization is, why isn't it all rubbish? Why is the website as good as it is?","Nous avons à peu près 1.4 milliards de pages vues par mois, c'est vraiment devenu énorme. Et tout est géré par des volontaires. Le coût total mensuel pour la bande passante est d'environ 5 000 dollars. Et c'est notre coût principal. Nous pourrions fonctionner sans l'employé. En fait, nous -- nous avons engagé Brian parce qu'il travaillait à temps partiel depuis deux ans et à temps plein sur Wikipédia, donc nous l'avons engagé pour qu'il puisse avoir une vie et aller au cinéma de temps en temps. La grande question quand vous avez ce type d'organisation très chaotique est, pourquoi n'est-ce pas de mauvaise qualité ? Pourquoi le site est-il aussi bien qu'il l'est en ce moment ?"
"First of all, how good is it? Well, it's pretty good. It isn't perfect, but it's much better
than you would expect, given our completely chaotic model. So when you saw him make
a ridiculous edit to the page about me, you think, ""Oh, this is obviously
just going to degenerate into rubbish."" But when we've seen quality tests -- and there haven't been enough of these yet and I'm really encouraging
people to do more, comparing Wikipedia
to traditional things -- we win hands down.","Tout d'abord, à quel point est-il bon ? Le site est assez bon. Il n'est pas parfait, mais c'est beaucoup, beaucoup mieux que vous auriez pu l'imaginer, étant donné notre modèle très novateur. Donc quand vous voyez quelqu'un faire une toute petite édition ridicule sur la page me concernant, vous pensez, oh, tout cela va forcement dégénérer en quelque chose de très mauvais, Mais quand nous avons vu les tests de qualité -- et il n'y en a pas eu assez pour l'instant, j'encourage vraiment les gens à en faire plus, en comparant Wikipédia aux encyclopédies traditionnelles -- nous gagnons les mains dans les poches."
"So a German magazine
compared German Wikipedia, which is much, much smaller than English, to Microsoft Encarta
and to Brockhaus multimedial, and we won across the board. They hired experts to come and look
at articles and compare the quality, and we were very pleased with that result.","Une revue allemande a comparé Wikipédia Allemand, qui est beaucoup, beaucoup plus petite que la version anglaise, à Microsoft Encarta et à Brockhaus Multimédia, et nous avons gagné loin haut la main. Ils ont engagé des experts qui sont venus pour lire les articles et en ont comparé la qualité, et nous avons été très touchés par ce résultat. Beaucoup de personnes sont au courant à propos de la controverse Bush-Kerry. C'est un -- les médias en ont énormément parlé. Ça a commencé avec un article sur Red Herring. Les journalistes m'ont appelé et ils -- je veux dire, je dois admettre qu'ils ont bien orthographié mon nom, mais ils voulaient vraiment relayer que l'élection Bush-Kerry est si litigieuse, que cela brise la communauté Wikipédia. Et donc ils m'ont cité disant, ""C'est l'élection la plus problématique de toute l'histoire de Wikipédia"". Ce que j'ai vraiment dit, c'est que ce n'était pas du tout problématique. Donc il y a un léger malentendu. Les articles ont été publiés assez massivement. Et c'est vrai que nous avions dû par moment verrouiller quelques articles . Le Time magazine a récement rapporté que ""des décisions extrêmes ont dû être prises, et Wales a verrouillé les articles sur Kerry et Bush durant la majorité de l'année 2004"". C'est sorti après que j'ai dit au journaliste que nous avions dû verrouillé -- de temps en temps, un petit peu ici et là. La vérité est que le genre de controverses sur lesquelles vous pourriez imaginer qu'il y ait débat au sein de la communauté de Wikipédia ne sont pas du tout des controverses."
